Hours_Studied,Attendance,Sleep_Hours,Previous_Scores,Tutoring_Sessions,Physical_Activity,Exam_Score,Parental_Involvement_Low,Parental_Involvement_Medium,Access_to_Resources_Low,Access_to_Resources_Medium,Extracurricular_Activities_Yes,Motivation_Level_Low,Motivation_Level_Medium,Internet_Access_Yes,Family_Income_Low,Family_Income_Medium,Teacher_Quality_Low,Teacher_Quality_Medium,School_Type_Public,Peer_Influence_Neutral,Peer_Influence_Positive,Learning_Disabilities_Yes,Parental_Education_Level_High School,Parental_Education_Level_Postgraduate,Distance_from_Home_Moderate,Distance_from_Home_Near,Gender_Male
25,92,4,93,3,2,74,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0
26,76,7,74,4,3,70,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0
17,68,7,99,2,3,65,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0
19,90,7,59,3,3,70,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1
15,64,9,84,0,3,59,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1
13,81,6,85,1,3,63,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1
22,63,4,86,0,4,64,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0
12,74,6,55,0,3,63,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1
18,84,6,64,2,2,67,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0
14,82,4,67,1,4,65,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0
23,76,7,66,2,3,67,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1
31,77,5,84,2,5,73,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
12,69,7,53,2,3,64,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1
9,78,6,87,0,3,65,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1
19,98,5,76,2,3,72,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1
20,94,8,59,3,4,72,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0
21,66,7,61,2,2,66,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1
17,61,7,55,1,2,62,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1
19,97,8,73,2,1,68,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1
22,81,7,80,1,3,67,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0
26,82,7,79,1,2,69,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0
8,91,6,98,1,3,67,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0
18,73,5,65,1,3,63,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
21,79,7,88,0,4,65,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1
14,99,6,86,2,4,71,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
30,87,8,53,1,1,70,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1
16,66,7,97,5,3,68,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1
20,65,8,97,0,3,65,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0
23,68,6,70,4,2,68,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1
16,91,5,71,2,3,69,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1
9,72,10,91,1,2,62,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0
17,61,7,75,2,4,62,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
26,98,8,90,1,2,72,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0
18,67,5,52,0,4,64,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1
15,60,7,63,0,1,58,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0
26,69,9,55,1,3,66,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1
18,69,5,73,1,4,64,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1
17,77,10,93,3,1,68,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
21,97,7,78,0,3,69,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0
25,95,6,76,1,5,71,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1
34,78,8,68,1,2,71,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1
25,76,9,53,0,3,67,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1
27,82,6,88,2,3,71,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1
17,70,6,79,2,3,64,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0
14,62,7,97,0,1,62,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
20,98,8,72,1,4,70,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0
21,67,7,70,2,2,63,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0
14,68,8,99,0,3,66,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0
19,79,8,57,2,3,65,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
22,80,7,63,1,3,69,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1
22,61,6,74,1,3,63,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1
23,66,7,76,1,2,64,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1
22,75,10,77,2,2,66,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1
17,87,7,61,4,3,67,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0
17,69,9,96,2,3,66,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1
13,77,6,85,2,4,65,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0
31,82,7,63,2,2,72,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1
20,96,8,65,0,2,70,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0
19,73,9,94,1,1,67,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0
14,65,9,69,4,3,64,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1
38,80,5,78,1,4,72,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0
14,90,9,56,0,4,65,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0
17,64,10,63,0,3,62,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0
22,77,6,71,3,4,67,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
24,61,6,83,0,3,64,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1
26,61,7,64,0,3,63,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1
31,79,7,98,1,2,72,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1
23,72,6,61,1,5,66,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1
14,94,5,89,0,1,70,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0
18,84,9,68,0,2,66,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
22,78,6,92,1,3,70,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1
32,76,6,96,0,2,67,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0
12,80,7,59,1,2,64,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0
27,62,5,75,2,2,67,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1
21,96,5,58,0,4,72,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
25,100,6,85,1,3,72,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1
19,67,8,92,2,5,68,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0
15,65,7,69,1,3,64,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0
25,66,4,70,1,3,66,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1
24,86,9,60,0,3,68,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1
26,86,8,65,0,4,66,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0
20,94,7,66,1,1,70,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
16,90,7,58,1,4,70,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0
11,78,8,65,0,2,62,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
25,85,10,95,0,1,69,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1
23,88,8,66,2,2,69,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
14,81,7,64,2,4,66,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1
17,79,5,69,4,3,68,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0
17,86,7,98,2,5,71,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1
11,82,8,88,1,2,64,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0
15,86,7,60,2,3,67,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1
13,85,6,88,2,3,68,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0
18,89,8,88,0,1,67,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
16,86,6,98,1,3,68,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1
10,81,8,95,5,3,69,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0
32,87,6,55,0,3,71,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1
28,78,4,73,3,4,68,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
15,70,6,85,0,2,65,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1
22,60,7,99,1,3,63,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1
23,82,8,54,0,1,65,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0
27,84,8,68,3,2,72,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0
15,99,5,75,2,1,67,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1
27,74,7,71,1,3,69,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0
17,76,6,73,3,3,67,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1
12,68,6,68,2,4,64,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1
24,63,6,99,0,3,62,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
28,91,7,90,2,3,71,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1
36,70,10,87,2,3,70,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1
13,84,10,71,1,3,64,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1
24,88,6,94,0,2,69,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1
18,79,7,55,1,3,65,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0
25,95,7,57,2,2,73,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
11,78,7,98,2,3,64,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0
12,71,8,78,2,2,64,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0
15,96,7,58,3,4,70,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1
20,94,6,97,2,5,70,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1
16,67,9,99,2,2,64,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1
24,61,5,94,3,2,64,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0
26,64,7,62,3,2,66,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
24,71,5,64,1,3,66,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1
30,99,5,70,2,4,74,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0
22,82,8,79,2,1,69,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0
13,75,6,100,1,3,67,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1
28,96,4,98,5,5,73,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1
16,78,6,96,0,1,66,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0
25,73,6,54,2,4,67,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0
29,98,5,88,3,2,75,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1
23,94,8,94,2,2,73,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1
11,94,5,67,2,5,67,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0
14,80,6,61,0,4,65,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0
28,92,7,87,1,1,71,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0
19,67,6,55,1,4,63,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1
20,83,6,97,2,4,68,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0
25,99,6,58,0,4,72,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1
24,72,5,73,2,2,67,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1
22,92,6,99,1,4,71,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0
19,80,8,99,1,4,67,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1
18,62,6,89,0,3,66,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
25,91,7,92,3,5,72,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1
23,67,9,98,2,0,64,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
18,85,8,96,0,3,68,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1
26,63,5,81,0,2,65,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0
19,98,8,87,1,4,74,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1
15,72,9,80,4,4,65,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0
15,69,6,75,2,2,63,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
14,65,5,94,5,3,65,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1
18,98,6,87,0,1,70,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1
27,88,7,93,0,4,71,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1
15,90,8,55,1,1,66,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0
21,80,6,79,2,3,69,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1
16,79,4,66,2,2,67,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1
18,64,5,76,1,4,64,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
11,82,8,81,2,2,67,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0
19,70,10,92,1,4,67,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1
19,99,7,52,1,4,70,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1
23,92,9,58,2,1,71,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0
21,77,5,96,2,5,68,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
13,66,6,98,1,2,65,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1
27,91,4,53,1,3,70,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0
21,65,8,67,1,4,64,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
21,68,6,50,3,4,67,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1
20,68,8,88,5,3,63,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1
17,82,6,84,2,3,65,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0
21,91,10,78,2,2,70,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1
23,73,10,85,1,3,67,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1
10,63,4,77,3,3,60,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1
17,79,8,62,1,3,64,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
18,90,6,88,1,1,65,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
22,69,8,89,0,5,64,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0
27,69,5,93,1,4,67,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
15,98,9,98,0,3,71,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
17,98,9,87,0,3,69,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
17,100,5,53,1,4,70,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1
15,92,7,51,1,3,69,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
18,68,7,87,3,4,69,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1
25,68,8,53,2,3,64,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0
14,74,7,66,0,3,63,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1
23,73,8,57,3,2,67,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1
10,98,7,98,0,3,66,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0
17,92,8,66,2,3,69,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0
18,89,5,53,5,4,69,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1
30,67,7,97,2,3,69,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1
18,96,9,80,1,3,72,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1
7,93,9,52,1,3,65,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0
8,67,7,92,0,2,63,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1
20,95,7,58,1,4,69,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1
24,71,9,90,3,3,69,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1
22,63,7,80,2,2,64,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
21,86,9,59,2,3,69,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
27,86,7,88,1,3,72,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1
17,64,7,73,1,4,62,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1
25,73,5,82,1,3,66,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1
10,100,5,93,2,1,65,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0
15,87,8,63,0,3,69,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0
9,89,10,68,1,3,65,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
18,69,7,100,3,2,67,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1
20,63,7,75,2,2,63,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0
21,71,9,78,2,4,66,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1
20,70,8,64,0,3,61,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
14,69,4,71,1,4,64,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0
19,68,8,75,1,4,64,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1
11,83,5,63,2,3,65,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1
28,73,7,62,3,3,68,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0
18,93,6,80,1,3,69,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1
17,67,6,59,0,3,61,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0
30,79,7,78,3,2,72,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
13,61,8,85,4,3,61,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1
13,79,7,60,1,4,66,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1
13,62,9,87,1,1,60,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1
20,99,9,68,1,3,69,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1
23,92,9,100,1,2,72,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1
24,80,7,99,2,2,69,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0
35,63,6,90,0,3,71,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1
7,84,7,67,1,3,64,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1
24,90,9,97,3,4,71,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1
17,68,9,100,1,3,64,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1
16,83,4,73,3,3,67,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0
16,93,7,81,2,3,67,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1
15,91,4,50,1,3,66,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0
30,92,7,52,3,4,73,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1
25,95,6,75,1,4,73,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1
20,98,6,80,0,2,70,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
28,76,8,66,5,4,70,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1
11,83,6,55,0,4,62,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0
12,92,7,89,1,2,68,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1
7,88,6,71,0,3,65,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0
16,100,7,82,2,2,73,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1
21,61,8,83,1,3,65,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
21,74,6,77,0,3,66,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1
21,71,8,59,3,3,64,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1
12,70,7,81,0,3,63,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1
25,69,7,66,0,3,62,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1
21,88,6,91,0,4,70,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0
24,63,8,60,3,3,65,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1
9,90,8,65,0,5,64,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1
22,88,7,72,4,2,70,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1
13,70,7,87,1,5,62,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1
18,70,8,86,5,2,67,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0
23,85,8,67,1,3,66,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
21,90,7,76,2,3,74,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
15,95,9,62,2,3,69,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1
20,94,8,89,0,4,70,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0
11,99,10,60,1,1,68,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0
27,83,5,91,3,2,70,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1
